"AGE","SEX","GEO","HLTH_PB","TIME","ISCED11","UNIT","Value","Flag and Footnotes"
"65 years or over","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.0",""
"65 years or over","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.3",""
"65 years or over","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5","e"
"65 years or over","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.3",""
"65 years or over","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"65 years or over","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"65 years or over","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7",""
"65 years or over","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.2",""
"65 years or over","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"65 years or over","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"65 years or over","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7",""
"65 years or over","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.2",""
"65 years or over","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"65 years or over","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"65 years or over","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.4",""
"65 years or over","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"65 years or over","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"65 years or over","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.2",""
"65 years or over","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.3",""
"65 years or over","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.9",""
"65 years or over","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"65 years or over","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.0",""
"65 years or over","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.5",""
"65 years or over","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.3",""
"65 years or over","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"65 years or over","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"65 years or over","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"65 years or over","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.9",""
"65 years or over","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"65 years or over","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"65 years or over","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.1",""
"65 years or over","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"65 years or over","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.3","e"
"65 years or over","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","18.9",""
"65 years or over","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"65 years or over","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"65 years or over","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.3",""
"65 years or over","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.0",""
"65 years or over","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4","u"
"65 years or over","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.9",""
"65 years or over","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.6",""
"65 years or over","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.6",""
"65 years or over","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.1",""
"65 years or over","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.1",""
"65 years or over","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.1",""
"65 years or over","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"65 years or over","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.6",""
"65 years or over","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.6",""
"65 years or over","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","21.4",""
"65 years or over","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.7",""
"65 years or over","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"65 years or over","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.8",""
"65 years or over","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","22.0",""
"65 years or over","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.5",""
"65 years or over","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"65 years or over","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.2",""
"65 years or over","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.0","u"
"65 years or over","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.6",""
"65 years or over","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.2",""
"65 years or over","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.2",""
"65 years or over","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"65 years or over","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.0",""
"75 years or over","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.5","e"
"75 years or over","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","27.7",""
"75 years or over","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"75 years or over","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.2",""
"75 years or over","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.5",""
"75 years or over","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.9",""
"75 years or over","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7","u"
"75 years or over","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.2",""
"75 years or over","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.3",""
"75 years or over","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","18.2",""
"75 years or over","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.4",""
"75 years or over","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.7",""
"75 years or over","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.0",""
"75 years or over","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.3",""
"75 years or over","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","14.0",""
"75 years or over","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.9","u"
"75 years or over","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","27.3",""
"75 years or over","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.9",""
"75 years or over","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
"75 years or over","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","16.4",""
"75 years or over","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","18.8",""
"75 years or over","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","19.8",""
"75 years or over","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.3",""
"75 years or over","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.9",""
"75 years or over","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6","u"
"75 years or over","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.9",""
"75 years or over","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"75 years or over","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"75 years or over","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.2",""
"75 years or over","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.4",""
"75 years or over","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.8","e"
"75 years or over","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","26.1",""
"75 years or over","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.1",""
"75 years or over","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"75 years or over","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"75 years or over","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.0",""
"75 years or over","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.1","u"
"75 years or over","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"75 years or over","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.9",""
"75 years or over","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","13.4",""
"75 years or over","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.5",""
"75 years or over","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.2",""
"75 years or over","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.9",""
"75 years or over","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.4",""
"75 years or over","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.8",""
"75 years or over","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.7","u"
"75 years or over","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","23.5",""
"75 years or over","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"75 years or over","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.9",""
"75 years or over","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","11.3",""
"75 years or over","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","12.6",""
"75 years or over","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","19.9",""
"75 years or over","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.6",""
"75 years or over","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.2",""
"75 years or over","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"75 years or over","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"75 years or over","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"75 years or over","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.9",""
"75 years or over","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.1",""
"75 years or over","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.8",""
"75 years or over","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.0","e"
"75 years or over","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","28.7",""
"75 years or over","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.5",""
"75 years or over","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.4",""
"75 years or over","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.9",""
"75 years or over","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","15.4",""
